IP_Address,Request_Type,Status_Code,User_Agent,Session_ID,Location,hour,minute,day_of_week,time_since_last,count_in_session,event_rate_per_minute,Anomaly_Flag
102.49.92.238,PUT,301,Firefox,3152,USA,5,7,6,0.0,1,1000000.0,0
54.233.211.254,PUT,404,Bot,2636,Canada,0,47,6,0.0,1,1000000.0,0
173.102.231.46,POST,301,Firefox,3174,India,18,4,3,0.0,1,0.9999990000010001,0
203.77.159.160,GET,404,Firefox,3778,France,21,2,3,0.0,1,0.9999990000010001,0
196.161.252.104,PUT,404,Chrome,1162,India,23,18,6,0.0,1,1000000.0,0
244.29.121.104,PUT,404,Bot,2430,Canada,17,16,1,0.0,1,0.9999990000010001,0
66.70.96.53,POST,403,Chrome,3734,Germany,19,8,1,0.0,1,0.9999990000010001,0
92.189.27.239,GET,404,Bot,2784,China,4,7,3,0.0,1,0.9999990000010001,0
109.239.182.87,DELETE,403,Bot,3709,USA,6,43,1,0.0,1,0.9999990000010001,0
1.61.145.100,PUT,403,Chrome,2917,Brazil,14,42,2,0.0,1,0.9999990000010001,0
141.157.204.79,PUT,200,Firefox,2592,Canada,16,12,3,0.0,1,0.9999990000010001,0
172.172.56.14,PUT,403,Safari,3048,USA,10,27,5,0.0,1,0.9999990000010001,0
74.71.107.33,POST,500,Opera,1779,USA,11,1,4,0.0,1,0.9999990000010001,0
45.246.184.50,GET,404,Safari,3916,USA,19,29,3,0.0,1,0.9999990000010001,0
194.95.181.56,DELETE,404,Chrome,4619,China,0,2,3,0.0,1,0.9999990000010001,0
194.70.95.23,DELETE,500,Edge,2200,India,6,21,6,0.0,1,1000000.0,0
233.240.211.190,DELETE,404,Edge,2087,Brazil,7,24,1,0.0,1,0.9999990000010001,0
184.207.84.171,POST,500,Chrome,4920,USA,17,31,3,0.0,1,0.9999990000010001,0
84.227.224.18,GET,200,Firefox,1006,France,20,13,6,0.0,1,1000000.0,0
158.173.85.125,DELETE,200,Firefox,2971,France,0,35,4,0.0,1,0.9999990000010001,0
63.47.119.242,POST,404,Safari,4367,India,16,28,2,0.0,1,0.9999990000010001,0
138.128.253.221,PUT,200,Opera,3053,China,20,0,6,0.0,1,1000000.0,0
175.181.131.124,DELETE,301,Firefox,4328,Canada,8,1,3,0.0,1,0.9999990000010001,0
33.178.166.101,PUT,200,Firefox,4055,USA,16,27,0,0.0,1,0.9999990000010001,1
168.8.227.20,PUT,500,Firefox,1211,Germany,21,17,3,0.0,1,0.9999990000010001,0
191.192.205.170,GET,200,Edge,1780,France,19,58,1,0.0,1,0.9999990000010001,0
171.237.82.252,POST,301,Edge,1187,Brazil,6,40,4,0.0,1,0.9999990000010001,0
209.46.104.56,DELETE,404,Chrome,2110,Germany,13,38,0,0.0,1,0.9999990000010001,0
180.7.110.59,POST,403,Chrome,2566,India,19,50,6,0.0,1,1000000.0,0
206.46.42.12,DELETE,200,Bot,1473,Germany,14,18,5,0.0,1,0.9999990000010001,0
255.36.204.81,DELETE,500,Opera,1284,Germany,13,1,5,0.0,1,0.9999990000010001,0
63.157.233.175,DELETE,404,Opera,3616,USA,3,39,1,0.0,1,0.9999990000010001,0
201.60.206.29,PUT,200,Chrome,2847,China,16,24,2,0.0,1,0.9999990000010001,0
112.166.196.203,DELETE,500,Bot,1112,China,8,39,5,0.0,1,0.9999990000010001,0
222.98.242.194,POST,301,Safari,3796,Canada,11,9,2,0.0,1,0.9999990000010001,0
117.95.80.121,PUT,403,Bot,3927,Brazil,13,47,4,0.0,1,0.9999990000010001,0
146.47.6.51,PUT,403,Opera,2010,China,6,54,1,0.0,1,0.9999990000010001,0
6.119.52.122,POST,301,Firefox,4155,Germany,18,12,1,0.0,1,0.9999990000010001,0
31.91.199.197,PUT,404,Opera,1265,USA,4,43,1,0.0,1,0.9999990000010001,0
92.115.52.106,POST,404,Chrome,4389,Brazil,4,42,6,0.0,1,1000000.0,0
222.51.148.140,PUT,200,Safari,4658,China,14,3,3,0.0,1,0.9999990000010001,0
165.190.155.120,DELETE,404,Firefox,3361,Brazil,13,55,1,0.0,1,0.9999990000010001,0
143.38.189.76,DELETE,500,Chrome,2165,Germany,16,5,4,0.0,1,0.9999990000010001,0
115.89.230.8,POST,301,Safari,2336,USA,1,8,4,0.0,1,0.9999990000010001,0
129.147.19.222,POST,500,Edge,3768,USA,9,58,3,0.0,1,0.9999990000010001,0
212.92.4.38,DELETE,301,Safari,4259,Brazil,17,3,2,0.0,1,0.9999990000010001,1
191.155.159.116,GET,200,Safari,4316,Brazil,16,39,6,0.0,1,1000000.0,0
134.158.2.162,DELETE,404,Chrome,2207,Germany,23,26,6,0.0,1,1000000.0,0
64.127.243.52,POST,200,Chrome,2728,India,8,13,6,0.0,1,1000000.0,0
78.83.61.124,POST,404,Edge,3030,Brazil,4,35,0,0.0,1,1000000.0,0
92.254.235.164,POST,200,Safari,4281,Canada,4,17,4,0.0,1,0.9999990000010001,0
50.25.100.237,PUT,404,Opera,3503,China,1,4,2,0.0,1,0.9999990000010001,0
2.107.63.158,GET,200,Safari,1126,Canada,13,57,6,0.0,1,1000000.0,0
35.215.189.23,POST,404,Chrome,4645,China,12,42,5,0.0,1,0.9999990000010001,0
116.102.144.62,GET,301,Edge,3190,France,13,9,2,0.0,1,0.9999990000010001,0
109.56.173.78,PUT,404,Opera,4624,USA,3,22,3,0.0,1,0.9999990000010001,0
202.245.49.104,PUT,200,Safari,3104,France,19,4,4,0.0,1,0.9999990000010001,0
158.187.204.66,POST,500,Safari,1811,Brazil,8,26,2,0.0,1,0.9999990000010001,0
43.15.42.226,DELETE,500,Edge,3622,France,18,43,6,0.0,1,1000000.0,0
50.100.59.135,PUT,404,Opera,1724,China,7,10,1,0.0,1,0.9999990000010001,0
25.210.171.11,GET,403,Chrome,3357,USA,11,58,3,0.0,1,0.9999990000010001,0
43.39.171.110,GET,301,Firefox,1828,India,16,13,1,0.0,1,0.9999990000010001,0
167.33.30.118,GET,404,Edge,3865,Canada,2,10,1,0.0,1,0.9999990000010001,0
106.212.255.136,POST,403,Firefox,2650,Brazil,16,35,3,0.0,1,0.9999990000010001,1
16.112.135.232,DELETE,500,Edge,3954,Canada,3,8,0,0.0,1,1000000.0,0
129.40.5.93,DELETE,403,Edge,4850,India,6,32,5,0.0,1,0.9999990000010001,0
55.160.165.94,PUT,301,Chrome,2691,China,22,3,0,0.0,1,0.9999990000010001,0
252.124.37.31,PUT,500,Bot,3230,Germany,9,38,2,0.0,1,0.9999990000010001,0
25.46.158.42,POST,500,Bot,1488,Brazil,7,37,0,0.0,1,0.9999990000010001,0
137.54.227.229,PUT,500,Bot,3880,USA,10,7,3,0.0,1,0.9999990000010001,0
163.6.67.181,PUT,200,Opera,2931,Brazil,6,47,6,0.0,1,1000000.0,1
21.34.30.182,PUT,404,Bot,2375,Germany,20,49,5,0.0,1,0.9999990000010001,1
195.195.80.54,PUT,403,Opera,3012,India,18,0,3,0.0,1,0.9999990000010001,0
148.170.235.56,POST,301,Chrome,1696,India,14,17,1,0.0,1,0.9999990000010001,0
25.164.124.252,GET,403,Firefox,3688,Germany,23,49,1,0.0,1,0.9999990000010001,0
99.183.198.226,DELETE,403,Edge,3557,France,16,17,0,0.0,1,0.9999990000010001,0
36.228.176.38,PUT,403,Firefox,4149,India,7,34,5,0.0,1,0.9999990000010001,0
159.174.71.218,PUT,403,Safari,4287,Canada,2,8,4,0.0,1,0.9999990000010001,0
24.119.139.250,GET,500,Firefox,3617,Germany,16,37,4,0.0,1,0.9999990000010001,0
228.58.228.250,DELETE,403,Edge,1888,USA,6,45,1,0.0,1,0.9999990000010001,0
230.13.83.117,GET,404,Bot,2163,China,13,59,6,0.0,1,1000000.0,0
77.120.134.22,PUT,200,Firefox,1448,India,6,17,2,0.0,1,0.9999990000010001,0
39.48.137.3,GET,500,Edge,1748,USA,2,4,6,0.0,1,1000000.0,0
54.4.149.116,PUT,301,Bot,3438,Canada,11,0,1,0.0,1,0.9999990000010001,0
145.52.81.208,POST,301,Opera,4869,Canada,18,14,0,0.0,1,0.9999990000010001,0
213.201.241.221,POST,200,Bot,2493,Germany,23,41,1,0.0,1,0.9999990000010001,0
214.214.9.254,PUT,301,Safari,1133,Germany,8,58,2,0.0,1,0.9999990000010001,0
184.51.227.120,DELETE,301,Opera,3898,Brazil,1,49,6,0.0,1,1000000.0,0
88.33.53.42,GET,500,Opera,1728,USA,4,47,3,0.0,1,0.9999990000010001,0
18.207.77.92,DELETE,404,Chrome,3118,India,4,31,0,0.0,1,1000000.0,0
72.243.202.47,DELETE,500,Safari,1552,Germany,16,20,0,0.0,1,0.9999990000010001,0
191.191.247.195,PUT,500,Opera,3994,USA,22,13,5,0.0,1,0.9999990000010001,0
198.184.235.162,GET,200,Opera,2653,India,3,54,5,0.0,1,0.9999990000010001,0
98.92.19.101,DELETE,301,Opera,3228,Germany,10,7,5,0.0,1,0.9999990000010001,0
230.244.233.247,PUT,200,Safari,2329,France,23,17,3,0.0,1,0.9999990000010001,0
235.59.175.160,POST,301,Safari,3372,Brazil,15,23,4,0.0,1,0.9999990000010001,0
61.101.68.49,DELETE,200,Firefox,1854,Germany,13,12,6,0.0,1,1000000.0,0
141.63.157.125,POST,200,Firefox,2104,France,2,50,1,0.0,1,0.9999990000010001,0
244.177.141.242,GET,200,Safari,1828,India,23,28,4,0.0,1,0.9999990000010001,0
131.173.143.218,POST,500,Edge,3698,USA,2,27,1,0.0,1,0.9999990000010001,0
2.121.61.168,PUT,403,Bot,4904,China,1,59,1,0.0,1,0.9999990000010001,0
205.222.89.96,GET,200,Edge,3065,Brazil,7,35,1,0.0,1,0.9999990000010001,0
189.229.44.77,GET,500,Firefox,4793,Germany,20,40,3,0.0,1,0.9999990000010001,0
121.145.32.149,DELETE,200,Opera,3177,China,16,18,1,0.0,1,0.9999990000010001,0
212.65.2.251,DELETE,200,Bot,1529,France,6,5,6,0.0,1,1000000.0,0
254.160.57.127,DELETE,301,Edge,4913,China,13,20,6,0.0,1,1000000.0,0
22.142.206.181,GET,200,Safari,2602,Germany,16,14,3,0.0,1,0.9999990000010001,0
7.196.100.69,GET,500,Firefox,2975,India,2,28,4,0.0,1,0.9999990000010001,0
125.199.40.234,DELETE,200,Opera,4244,USA,21,19,2,0.0,1,0.9999990000010001,0
38.188.25.72,PUT,404,Chrome,1426,China,18,9,0,0.0,1,0.9999990000010001,0
200.17.202.196,GET,403,Bot,1082,Brazil,20,40,5,0.0,1,0.9999990000010001,0
146.253.17.183,DELETE,403,Bot,1305,China,11,22,2,0.0,1,0.9999990000010001,0
108.129.174.172,DELETE,301,Chrome,4993,USA,8,12,1,0.0,1,0.9999990000010001,0
189.74.15.195,POST,403,Bot,4743,Brazil,14,0,1,0.0,1,0.9999990000010001,0
154.88.56.73,DELETE,403,Chrome,1359,Brazil,17,25,6,0.0,1,1000000.0,0
135.148.97.171,GET,403,Opera,2663,China,21,3,1,0.0,1,0.9999990000010001,0
129.29.51.104,POST,200,Bot,2330,China,15,32,4,0.0,1,0.9999990000010001,1
232.185.194.88,GET,403,Opera,1984,China,11,24,4,0.0,1,0.9999990000010001,0
37.156.203.208,DELETE,403,Chrome,2603,Canada,7,3,5,0.0,1,0.9999990000010001,0
60.30.97.16,PUT,404,Bot,2726,Canada,0,54,1,0.0,1,0.9999990000010001,0
202.174.197.56,GET,301,Firefox,4999,Brazil,1,0,1,0.0,1,0.9999990000010001,0
230.97.48.16,DELETE,403,Safari,3799,France,13,37,1,0.0,1,0.9999990000010001,0
54.188.105.169,DELETE,404,Edge,4684,India,20,3,2,0.0,1,0.9999990000010001,0
62.108.75.190,POST,404,Safari,2923,USA,1,33,6,0.0,1,1000000.0,0
239.112.178.253,PUT,301,Firefox,2221,USA,19,59,5,0.0,1,0.9999990000010001,0
84.12.60.147,PUT,301,Edge,4650,China,18,15,2,0.0,1,0.9999990000010001,0
120.148.108.216,DELETE,301,Opera,1161,Brazil,4,24,4,0.0,1,0.9999990000010001,0
180.41.90.110,PUT,404,Edge,2218,India,14,45,6,0.0,1,1000000.0,0
90.160.43.90,GET,500,Firefox,2117,India,16,15,0,0.0,1,0.9999990000010001,0
178.202.5.147,POST,200,Opera,3438,Canada,12,15,4,0.0,1,0.9999990000010001,0
103.245.172.67,GET,301,Bot,4392,India,18,50,5,0.0,1,0.9999990000010001,0
118.233.138.77,DELETE,301,Safari,2922,Germany,19,34,0,0.0,1,0.9999990000010001,0
232.112.233.250,PUT,500,Opera,3549,Germany,21,49,0,0.0,1,0.9999990000010001,0
130.69.195.158,PUT,301,Opera,2816,Germany,3,29,6,0.0,1,1000000.0,0
57.124.203.71,PUT,200,Edge,4045,Brazil,2,43,0,0.0,1,1000000.0,0
72.89.160.22,GET,200,Safari,2757,USA,17,36,4,0.0,1,0.9999990000010001,0
15.6.62.53,PUT,200,Bot,3027,China,20,41,6,0.0,1,1000000.0,0
235.150.34.131,GET,301,Opera,1965,Canada,19,6,4,0.0,1,0.9999990000010001,0
162.150.154.5,DELETE,301,Firefox,1996,Germany,6,0,2,0.0,1,0.9999990000010001,0
173.243.101.133,DELETE,403,Opera,1985,Germany,19,15,4,0.0,1,0.9999990000010001,0
16.30.97.122,PUT,500,Opera,1130,Brazil,9,28,0,0.0,1,0.9999990000010001,0
191.242.140.219,GET,301,Safari,3636,India,9,16,2,0.0,1,0.9999990000010001,0
67.224.113.88,PUT,301,Opera,3007,China,8,58,6,0.0,1,1000000.0,0
186.231.145.210,GET,403,Firefox,4740,India,2,18,0,0.0,1,1000000.0,0
205.235.76.193,GET,200,Edge,1758,USA,11,24,0,0.0,1,0.9999990000010001,0
163.68.203.185,POST,500,Safari,2126,USA,22,36,5,0.0,1,0.9999990000010001,0
187.120.91.46,GET,404,Edge,3015,France,22,58,6,0.0,1,1000000.0,0
118.137.4.107,GET,301,Safari,4894,Germany,20,38,3,0.0,1,0.9999990000010001,0
41.55.181.242,DELETE,500,Bot,3370,India,8,10,2,0.0,1,0.9999990000010001,0
239.205.50.197,POST,301,Opera,1249,India,1,7,0,0.0,1,1000000.0,0
106.246.6.67,PUT,200,Bot,2277,Canada,17,17,5,0.0,1,0.9999990000010001,0
138.209.58.16,POST,403,Opera,2121,Germany,20,5,1,0.0,1,0.9999990000010001,0
34.129.228.44,POST,200,Opera,2343,France,9,37,5,0.0,1,0.9999990000010001,0
234.161.137.139,GET,404,Opera,4883,India,14,45,3,0.0,1,0.9999990000010001,0
137.46.0.186,GET,403,Bot,2335,France,0,35,6,0.0,1,1000000.0,0
9.9.30.90,PUT,404,Chrome,2271,India,0,21,2,0.0,1,0.9999990000010001,0
231.68.131.92,DELETE,404,Safari,4719,Germany,12,44,5,0.0,1,0.9999990000010001,0
98.137.244.254,GET,500,Safari,2039,Canada,17,12,2,0.0,1,0.9999990000010001,0
149.242.127.155,DELETE,403,Bot,3777,Brazil,0,6,5,0.0,1,0.9999990000010001,0
46.3.194.36,POST,403,Edge,2967,France,0,4,2,0.0,1,0.9999990000010001,0
161.216.149.22,POST,404,Chrome,4998,India,16,45,3,0.0,1,0.9999990000010001,0
206.57.241.11,PUT,301,Opera,4116,Canada,10,42,1,0.0,1,0.9999990000010001,0
114.224.152.240,DELETE,500,Safari,4167,India,3,15,1,0.0,1,0.9999990000010001,0
3.182.84.13,PUT,500,Chrome,4449,Canada,21,51,0,0.0,1,0.9999990000010001,0
237.150.85.82,PUT,500,Firefox,2678,China,1,2,5,0.0,1,0.9999990000010001,0
125.245.122.110,GET,200,Safari,4786,China,5,37,0,0.0,1,1000000.0,0
42.4.151.17,POST,500,Chrome,1522,Brazil,1,49,0,0.0,1,1000000.0,0
70.216.139.89,PUT,200,Safari,1882,Brazil,8,9,2,0.0,1,0.9999990000010001,0
9.59.210.32,PUT,301,Edge,3480,Brazil,17,2,3,0.0,1,0.9999990000010001,0
77.233.107.43,POST,301,Safari,2766,Brazil,19,48,0,0.0,1,0.9999990000010001,0
158.164.147.205,POST,403,Opera,1935,India,7,50,4,0.0,1,0.9999990000010001,0
77.79.53.34,GET,200,Chrome,1364,USA,21,35,1,0.0,1,0.9999990000010001,0
28.204.49.129,GET,200,Firefox,4796,China,8,14,4,0.0,1,0.9999990000010001,0
238.231.28.64,PUT,301,Chrome,4000,Brazil,20,56,1,0.0,1,0.9999990000010001,0
153.247.240.69,PUT,200,Chrome,4337,Brazil,15,4,1,0.0,1,0.9999990000010001,0
25.245.171.101,DELETE,301,Edge,1132,Canada,19,54,3,0.0,1,0.9999990000010001,0
33.32.75.169,DELETE,403,Chrome,2404,Canada,1,30,4,0.0,1,0.9999990000010001,0
106.156.200.214,GET,500,Firefox,1974,France,22,57,0,0.0,1,0.9999990000010001,1
198.70.101.118,DELETE,403,Firefox,4629,Canada,12,39,3,0.0,1,0.9999990000010001,0
120.57.35.150,GET,500,Safari,3223,France,11,50,3,0.0,1,0.9999990000010001,0
24.59.236.154,PUT,200,Chrome,2277,USA,14,36,4,0.0,1,0.9999990000010001,0
208.54.117.55,DELETE,200,Safari,4093,Germany,22,43,0,0.0,1,0.9999990000010001,0
122.74.247.194,GET,500,Opera,4989,Germany,14,45,0,0.0,1,0.9999990000010001,0
139.3.44.125,DELETE,403,Opera,4799,China,11,38,2,0.0,1,0.9999990000010001,0
136.183.9.160,GET,404,Edge,1285,Brazil,8,50,5,0.0,1,0.9999990000010001,0
20.9.126.106,POST,403,Chrome,1340,France,18,22,5,0.0,1,0.9999990000010001,0
207.165.101.65,GET,500,Opera,3501,USA,7,50,0,0.0,1,0.9999990000010001,0
51.183.220.210,POST,301,Edge,4084,Germany,16,53,0,0.0,1,0.9999990000010001,0
91.118.39.13,GET,404,Opera,1334,Germany,6,29,1,0.0,1,0.9999990000010001,0
18.22.109.236,DELETE,404,Safari,2596,Brazil,13,24,3,0.0,1,0.9999990000010001,0
1.185.76.3,PUT,200,Firefox,4408,USA,0,0,2,0.0,1,0.9999990000010001,0
185.247.98.31,POST,403,Bot,3369,France,11,22,1,0.0,1,0.9999990000010001,0
246.171.215.215,PUT,404,Chrome,4824,Germany,9,4,6,0.0,1,1000000.0,0
8.42.46.72,GET,403,Chrome,2302,Brazil,1,34,3,0.0,1,0.9999990000010001,0
232.48.216.139,DELETE,403,Edge,1052,France,21,52,2,0.0,1,0.9999990000010001,0
145.21.231.79,PUT,403,Chrome,3729,Germany,12,2,4,0.0,1,0.9999990000010001,0
234.197.141.109,PUT,404,Opera,3221,Germany,4,0,1,0.0,1,0.9999990000010001,0
33.138.88.146,DELETE,200,Chrome,3439,USA,10,48,5,0.0,1,0.9999990000010001,0
65.16.73.131,PUT,200,Edge,3124,India,1,21,5,0.0,1,0.9999990000010001,0
35.100.82.123,GET,200,Opera,3313,Canada,19,37,5,0.0,1,0.9999990000010001,0
85.199.48.45,POST,403,Bot,2872,Canada,9,11,6,0.0,1,1000000.0,0
249.51.178.106,GET,403,Opera,2821,France,18,10,1,0.0,1,0.9999990000010001,0
111.242.164.169,DELETE,403,Chrome,2286,Brazil,19,40,3,0.0,1,0.9999990000010001,0
103.32.185.14,PUT,404,Edge,3042,India,18,3,1,0.0,1,0.9999990000010001,0
133.250.153.45,GET,404,Edge,1730,France,15,24,2,0.0,1,0.9999990000010001,1
213.57.129.219,PUT,403,Bot,4697,Brazil,19,7,1,0.0,1,0.9999990000010001,0
44.193.1.7,PUT,404,Safari,3623,Canada,16,41,1,0.0,1,0.9999990000010001,0
169.138.200.31,POST,200,Bot,2712,France,3,9,6,0.0,1,1000000.0,0
88.226.79.205,POST,500,Firefox,4893,China,7,4,4,0.0,1,0.9999990000010001,0
229.177.87.197,PUT,200,Safari,3650,Germany,12,20,3,0.0,1,0.9999990000010001,0
117.235.228.164,POST,500,Edge,1429,China,1,2,6,0.0,1,1000000.0,0
141.197.152.163,DELETE,200,Opera,3440,USA,9,39,6,0.0,1,1000000.0,0
54.111.69.105,PUT,500,Bot,1411,Germany,9,5,5,0.0,1,0.9999990000010001,0
246.249.217.14,DELETE,301,Opera,2224,China,14,7,6,0.0,1,1000000.0,0
97.122.15.14,GET,301,Safari,3528,Germany,13,2,1,0.0,1,0.9999990000010001,0
218.65.61.189,GET,500,Safari,2945,China,8,33,3,0.0,1,0.9999990000010001,0
83.159.169.105,PUT,500,Edge,1119,India,6,11,1,0.0,1,0.9999990000010001,0
121.104.35.16,DELETE,404,Firefox,1033,France,0,46,3,0.0,1,0.9999990000010001,0
179.240.103.159,DELETE,301,Opera,4596,France,16,55,4,0.0,1,0.9999990000010001,0
210.24.219.117,PUT,404,Bot,1723,USA,18,23,1,0.0,1,0.9999990000010001,0
190.39.92.134,POST,404,Bot,4787,China,9,26,5,0.0,1,0.9999990000010001,0
123.9.7.221,PUT,301,Firefox,3392,Canada,3,47,3,0.0,1,0.9999990000010001,0
18.241.188.181,POST,403,Opera,2726,Germany,2,20,2,0.0,1,0.9999990000010001,0
90.83.29.152,POST,200,Bot,2283,France,20,11,6,0.0,1,1000000.0,0
210.134.80.135,PUT,500,Safari,2217,USA,12,20,4,0.0,1,0.9999990000010001,0
234.229.88.39,DELETE,500,Edge,3866,Germany,16,8,6,0.0,1,1000000.0,0
54.129.24.199,PUT,200,Bot,3377,India,22,19,2,0.0,1,0.9999990000010001,0
35.251.102.103,DELETE,301,Bot,4392,Canada,6,34,4,0.0,1,0.9999990000010001,0
90.231.69.169,POST,301,Firefox,1220,Canada,3,27,0,0.0,1,1000000.0,0
93.13.62.52,PUT,403,Firefox,4286,Brazil,22,20,3,0.0,1,0.9999990000010001,0
6.179.60.23,GET,403,Firefox,2088,Canada,6,22,1,0.0,1,0.9999990000010001,0
207.22.245.139,GET,301,Chrome,4285,Canada,5,34,0,0.0,1,1000000.0,1
212.90.204.68,PUT,301,Safari,3652,Brazil,1,47,6,0.0,1,1000000.0,0
192.112.147.127,PUT,301,Firefox,3700,France,12,54,0,0.0,1,0.9999990000010001,0
160.244.101.188,DELETE,403,Bot,4409,Brazil,0,23,1,0.0,1,0.9999990000010001,0
66.243.13.207,PUT,200,Firefox,3509,Canada,18,4,5,0.0,1,0.9999990000010001,0
243.24.135.248,PUT,301,Bot,3323,USA,15,35,2,0.0,1,0.9999990000010001,0
236.136.85.68,PUT,500,Chrome,4391,USA,14,13,1,0.0,1,0.9999990000010001,0
17.80.55.12,GET,403,Edge,4995,China,18,53,0,0.0,1,0.9999990000010001,0
54.45.43.191,GET,301,Firefox,3174,India,14,9,1,0.0,1,0.9999990000010001,0
97.91.175.155,DELETE,404,Firefox,1709,India,19,56,2,0.0,1,0.9999990000010001,0
79.44.3.133,GET,301,Bot,1428,India,9,35,2,0.0,1,0.9999990000010001,0
192.9.85.151,DELETE,403,Firefox,4545,France,4,36,3,0.0,1,0.9999990000010001,1
226.16.164.25,PUT,301,Firefox,3175,Canada,12,4,4,0.0,1,0.9999990000010001,0
125.44.80.59,POST,403,Firefox,4925,China,6,19,2,0.0,1,0.9999990000010001,0
92.35.196.249,PUT,200,Firefox,2274,Germany,20,14,0,0.0,1,0.9999990000010001,0
6.138.77.30,PUT,403,Chrome,1500,France,0,19,1,0.0,1,0.9999990000010001,0
23.190.26.97,PUT,500,Edge,3573,China,15,33,5,0.0,1,0.9999990000010001,0
236.181.99.98,POST,500,Opera,3097,Germany,16,59,3,0.0,1,0.9999990000010001,0
178.41.113.1,POST,500,Safari,4080,China,13,22,2,0.0,1,0.9999990000010001,0
18.134.205.172,POST,200,Firefox,4015,Brazil,7,59,4,0.0,1,0.9999990000010001,0
67.158.152.74,POST,404,Chrome,3306,Canada,18,2,5,0.0,1,0.9999990000010001,0
25.87.231.132,POST,403,Firefox,4951,Brazil,14,13,4,0.0,1,0.9999990000010001,0
52.148.144.248,PUT,301,Firefox,1319,France,3,31,1,0.0,1,0.9999990000010001,0
216.158.34.77,POST,200,Chrome,2738,France,12,41,3,0.0,1,0.9999990000010001,0
131.74.144.225,GET,200,Edge,1364,Canada,11,18,0,0.0,1,0.9999990000010001,0
127.207.73.1,POST,301,Chrome,4886,France,2,47,6,0.0,1,1000000.0,0
248.66.137.68,GET,403,Edge,2931,France,0,30,0,0.0,1,1000000.0,0
22.229.250.35,POST,404,Opera,2943,India,8,56,0,0.0,1,0.9999990000010001,1
234.181.45.112,GET,301,Safari,4907,Canada,22,56,2,0.0,1,0.9999990000010001,0
128.221.109.49,GET,500,Edge,1831,Canada,17,59,2,0.0,1,0.9999990000010001,0
67.39.213.66,PUT,200,Opera,3265,India,6,56,2,0.0,1,0.9999990000010001,0
18.97.34.126,POST,404,Chrome,3234,Germany,2,3,3,0.0,1,0.9999990000010001,1
203.99.186.231,DELETE,200,Bot,4083,Brazil,14,40,6,0.0,1,1000000.0,0
255.157.127.179,POST,404,Opera,2422,Germany,4,15,2,0.0,1,0.9999990000010001,0
5.146.65.3,DELETE,404,Chrome,2816,USA,14,52,5,0.0,1,0.9999990000010001,0
250.100.160.235,PUT,403,Bot,2877,USA,17,37,4,0.0,1,0.9999990000010001,0
208.189.30.139,PUT,404,Safari,3015,Brazil,9,43,0,0.0,1,0.9999990000010001,0
45.9.102.218,POST,404,Bot,1794,China,17,51,4,0.0,1,0.9999990000010001,0
134.54.196.238,DELETE,200,Opera,3211,USA,11,53,6,0.0,1,1000000.0,0
225.41.200.124,POST,403,Safari,4684,Brazil,22,17,4,0.0,1,0.9999990000010001,0
123.144.183.159,DELETE,403,Bot,4188,Germany,7,50,2,0.0,1,0.9999990000010001,0
1.68.60.168,POST,500,Safari,1813,Canada,4,14,5,0.0,1,0.9999990000010001,0
239.243.224.194,DELETE,404,Opera,2496,India,2,4,4,0.0,1,0.9999990000010001,0
204.246.240.165,PUT,404,Opera,2063,Canada,4,15,0,0.0,1,1000000.0,0
39.57.96.15,POST,301,Bot,3406,Brazil,2,22,6,0.0,1,1000000.0,0
152.14.119.242,DELETE,500,Firefox,4516,USA,22,54,6,0.0,1,1000000.0,0
63.121.149.43,DELETE,301,Chrome,1533,India,3,51,0,0.0,1,1000000.0,0
157.231.177.208,PUT,500,Opera,3955,India,14,57,1,0.0,1,0.9999990000010001,0
154.102.253.203,PUT,404,Bot,4122,Canada,12,54,4,0.0,1,0.9999990000010001,0
103.209.167.71,PUT,403,Firefox,4062,Canada,22,10,6,0.0,1,1000000.0,0
30.127.42.196,POST,403,Edge,2466,Germany,4,38,1,0.0,1,0.9999990000010001,0
220.17.8.26,DELETE,500,Bot,3120,USA,11,11,2,0.0,1,0.9999990000010001,0
34.177.222.192,DELETE,403,Opera,3390,Canada,8,37,6,0.0,1,1000000.0,0
141.7.164.248,PUT,403,Chrome,1093,India,21,20,5,0.0,1,0.9999990000010001,0
160.171.224.9,DELETE,500,Opera,2259,Germany,6,30,5,0.0,1,0.9999990000010001,0
110.226.44.149,DELETE,301,Edge,4113,USA,14,51,1,0.0,1,0.9999990000010001,0
164.4.93.246,PUT,301,Firefox,2916,Germany,13,48,4,0.0,1,0.9999990000010001,1
201.201.189.92,PUT,500,Firefox,2882,Brazil,10,53,4,0.0,1,0.9999990000010001,0
48.68.36.109,POST,500,Chrome,1278,France,16,5,1,0.0,1,0.9999990000010001,0
18.149.236.5,POST,500,Chrome,2521,China,13,12,5,0.0,1,0.9999990000010001,1
54.196.166.50,PUT,404,Edge,1606,France,7,20,0,0.0,1,0.9999990000010001,1
71.159.148.217,POST,301,Firefox,3159,Canada,2,4,2,0.0,1,0.9999990000010001,0
39.8.56.29,GET,301,Bot,4565,Brazil,13,38,3,0.0,1,0.9999990000010001,0
68.24.220.3,POST,200,Edge,1514,Canada,0,40,6,0.0,1,1000000.0,0
30.63.84.115,POST,404,Opera,2979,India,13,19,0,0.0,1,0.9999990000010001,0
62.30.30.231,GET,403,Firefox,4602,Brazil,10,4,1,0.0,1,0.9999990000010001,0
