ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto,http_trans_depth,http_response_body_len,http_method,ftp_user,ftp_password,ftp_command,dns_query,attack_cat,label,rate,sload,dload,smean,dmean,is_sm_ips_ports,is_ftp_login,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,ct_state_ttl,ct_ftp_cmd,ct_flw_http_mthd
1761249976.482994,CkyjGw3ddJNVZPCIHj,192.168.255.112,59814,192.168.255.221,5170,tcp,,0.007475,0.0,83944.0,SH,T,T,0,ScAdFa,38,1532,5,77416,,6,,,,,,,,Normal,0,5752.508361204013,0.0,89839732.44147158,0,16788,0,0,1,1,87,88,1,1,87,100,18,33
1761249980.431065,CFhTPy1ZliZYhi08K2,192.168.255.112,56159,192.168.255.221,80,tcp,http,0.029181,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,445.49535656762964,437819.12888523354,0.0,122,0,0,0,34,1,87,88,34,1,87,100,17,34
1761249997.468602,C7zHJu3UO26Liz2tx3,192.168.255.112,52350,192.168.255.221,80,tcp,http,0.03957,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,328.5317159464241,281425.32221379835,0.0,107,0,0,0,35,1,87,88,35,1,87,100,17,35
1761250003.496755,CraHWC8tzQS5kVEje,192.168.255.112,51936,192.168.255.221,21,tcp,ftp,0.035469,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,366.51724040711605,22329.35803095661,0.0,7,0,0,1,18,1,87,88,18,1,87,100,18,35
1761250003.514706,CaGPCA3mWejCiBa0de,192.168.255.112,51937,192.168.255.221,62069,tcp,,0.008522,40454.0,0.0,SH,T,T,0,ScADcF,34,41826,0,0,,6,,,,,,,,Normal,0,3989.673785496362,37976061.95728702,0.0,1189,0,0,0,1,1,87,88,1,1,87,100,18,34
1761250003.526122,CvOANA27pCJIZkMnaa,192.168.255.112,51938,192.168.255.221,22862,tcp,,0.00466,0.0,25855.0,SH,T,T,0,ScAdFa,18,732,3,25974,,6,,,,,,,,Normal,0,4506.437768240343,0.0,44386266.0944206,0,8618,0,0,1,1,87,88,1,1,87,100,17,34
1761250008.51632,C3Uoe72CjROTV6p72,192.168.255.112,58977,192.168.255.221,80,tcp,http,0.021836,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,595.3471331745741,596079.868107712,0.0,125,0,0,0,35,1,87,88,35,1,87,100,17,35
1761250016.547835,C3jJfA2ewT16wncXA1,192.168.255.112,58628,192.168.255.221,80,tcp,http,0.018131,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,717.0040262533781,717886.4927472285,0.0,125,0,0,0,36,1,87,88,36,1,87,100,17,36
1761250016.55018,CPWYLD4NTWk1cZdwp8,192.168.255.112,58629,192.168.255.221,21,tcp,ftp,0.043382,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,322.71448988059564,18256.419713245126,0.0,7,0,0,1,18,1,87,88,18,1,87,100,18,35
1761250016.569745,C7wgp642sNjEvwxpK3,192.168.255.112,58630,192.168.255.221,24092,tcp,,0.011481,18671.0,0.0,SH,T,T,0,ScADFc,18,19403,0,0,,6,,,,,,,,Normal,0,1567.8076822576431,13010016.54908109,0.0,1037,0,0,0,1,1,87,88,1,1,87,100,18,34
1761250016.584095,Cn1Wzv17lHr65N1XF5,192.168.255.112,58631,192.168.255.221,20362,tcp,,0.004972,0.0,0.0,SH,T,T,0,ScAFa,10,412,1,40,,6,,,,,,,,Normal,0,2212.3893805309735,0.0,0.0,0,0,0,0,1,1,87,88,1,1,87,100,18,33
1761250023.575015,CE6Boj4HgwlISG9ah8,192.168.255.112,51338,192.168.255.221,80,tcp,http,0.03618,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,359.31453841901606,359756.7716970702,0.0,125,0,0,0,34,1,87,88,34,1,87,100,17,34
1761250041.614023,C4Gw7p3HWiKlYGCmXb,192.168.255.112,59850,192.168.255.221,80,tcp,http,0.031897,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,407.56183967144244,349123.74204470636,0.0,107,0,0,0,35,1,87,88,35,1,87,100,17,35
1761250046.609563,CfERGQ3226HBFLAKzj,192.168.255.112,53997,192.168.255.221,21,tcp,ftp,0.048359,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,289.5014371678488,16377.509874066875,0.0,7,0,0,1,18,1,87,88,18,1,87,100,18,35
1761250046.628914,CsNHt11nHHKvkKgtfg,192.168.255.112,53998,192.168.255.221,64892,tcp,,0.019648,103729.0,0.0,SH,T,T,0,ScADcF,80,106941,0,0,,6,,,,,,,,Normal,0,4071.6612377850165,42234934.8534202,0.0,1296,0,0,0,1,1,88,89,1,1,88,100,18,35
1761250046.651425,CrY7Bc2ELXr8ZCuQm4,192.168.255.112,53999,192.168.255.221,42712,tcp,,0.005593,0.0,89130.0,SH,T,T,0,ScAdFa,40,1612,5,80336,,6,,,,,,,,Normal,0,8045.771500089398,0.0,127487931.34274986,0,17826,0,0,1,1,88,89,1,1,88,100,18,34
1761250055.649844,CQiOds2RTBPq6R5TBc,192.168.255.112,52228,192.168.255.221,80,tcp,http,0.03661,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,355.09423654739146,355531.2756077575,0.0,125,0,0,0,35,1,88,89,35,1,88,100,17,35
1761250056.860142,CZoVsM3nW2q6kYLkS5,192.168.255.118,53716,239.255.255.250,1900,udp,,3.072238,680.0,0.0,S0,T,T,0,D,4,792,0,0,,17,,,,,,,,Normal,0,1.3019824635981978,1770.6961504935489,0.0,170,0,0,0,4,1,8,7,4,1,6,35,17,35
1761250062.692408,CBi45m4wIZMK1qUVU7,192.168.255.112,56602,192.168.255.221,80,tcp,http,0.029115,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,446.5052378499056,382483.25605358067,0.0,107,0,0,0,36,1,87,88,36,1,87,100,17,36
1761250072.665575,CSZl5w3Et4jqWdo4Mj,192.168.255.112,59811,192.168.255.221,21,tcp,ftp,0.057029,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,227.95419874099142,13887.671184835785,0.0,7,0,0,1,18,1,88,88,18,1,88,100,18,36
1761250072.688528,CWjyXg4OkjpjwASPab,192.168.255.112,59812,192.168.255.221,14180,tcp,,0.015532,92319.0,0.0,SH,T,T,0,ScADcF,72,95211,0,0,,6,,,,,,,,Normal,0,4635.591037857326,47550347.66932784,0.0,1282,0,0,0,1,2,88,88,1,2,88,100,18,35
1761250072.708253,C3RM2n2aFfq6CZV2Lj,192.168.255.112,59814,192.168.255.221,50076,tcp,,0.012308,0.0,77720.0,SH,T,T,0,ScAdFa,36,1452,5,70116,,6,,,,,,,,Normal,0,3331.1667208319795,0.0,50516737.081572965,0,15544,0,0,1,2,88,88,1,2,88,100,18,34
1761250077.722673,CFcExyxsw82omtwca,192.168.255.112,54767,192.168.255.221,80,tcp,http,0.027096,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,479.77561263655156,471508.7097726602,0.0,122,0,0,0,34,1,88,88,34,1,88,100,18,34
1761250093.750331,CR25Gw324TUzz0TNf,192.168.255.112,62820,192.168.255.221,80,tcp,http,0.023107,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,562.6000778984724,563292.5087635781,0.0,125,0,0,0,35,1,88,88,35,1,88,100,17,35
1761250103.562934,CLq0Ap26TkO0YIujZi,192.168.255.102,5353,224.0.0.251,5353,udp,dns,0.921314,86.0,0.0,S0,T,T,0,D,2,142,0,0,,17,,,,,,,_microsoft_mcc._tcp.local,Normal,0,2.170812556848154,746.759519555765,0.0,43,0,0,0,2,2,3,2,2,3,2,36,17,35
1761250107.781933,CAK7Ei17OSSO31IzT3,192.168.255.112,49732,192.168.255.221,80,tcp,http,0.040287,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,322.6847370119393,276416.71010499663,0.0,107,0,0,0,36,2,87,87,36,2,87,100,17,36
1761250111.730209,C51ZPE2sYvG3cvQQAl,192.168.255.112,64486,192.168.255.221,21,tcp,ftp,0.033494,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,388.129217173225,23646.026153938015,0.0,7,0,0,1,18,1,87,87,18,1,87,100,18,35
1761250111.746326,Cb4Nrl4ljfl3aLjFgg,192.168.255.112,64488,192.168.255.221,31729,tcp,,0.003699,6223.0,0.0,SH,T,T,0,ScADF,9,6595,0,0,,6,,,,,,,,Normal,0,2433.0900243309,13458772.641254393,0.0,691,0,0,0,1,1,87,87,1,1,87,100,17,35
1761250111.753352,Cmp2Bz2QEAmhJg42Nk,192.168.255.112,64489,192.168.255.221,63506,tcp,,0.007838,0.0,0.0,SH,T,T,0,ScAFa,6,252,1,40,,6,,,,,,,,Normal,0,893.0849706557796,0.0,0.0,0,0,0,0,1,1,87,87,1,1,87,100,17,35
1761250116.834094,CdSIeq9NnmISkwxIe,192.168.255.112,62154,192.168.255.221,80,tcp,http,0.032369,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,401.61883283388426,402113.13293583365,0.0,125,0,0,0,36,1,87,87,36,1,87,100,17,36
1761250121.887664,CeZw0FWNZX9N3wuwf,192.168.255.112,64037,192.168.255.221,80,tcp,http,0.046116,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,281.8978228814295,241478.01196981527,0.0,107,0,0,0,36,1,87,87,36,1,87,100,17,36
1761250138.950572,CCVg2k1I3An9h65D28,192.168.255.112,60293,192.168.255.221,80,tcp,http,0.027329,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,475.68516960005854,476270.62827033555,0.0,125,0,0,0,36,1,87,87,36,1,87,100,17,36
1761250150.802295,CY3fn23dSMCsRYosp2,192.168.255.112,51682,192.168.255.221,21,tcp,ftp,0.048292,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,269.1957260001657,16400.23192247163,0.0,7,0,0,1,18,1,88,88,18,1,88,100,18,36
1761250150.823329,CrU1Yk1nlpBxiUv3qi,192.168.255.112,51683,192.168.255.221,40160,tcp,,0.016582,90244.0,0.0,SH,T,T,0,ScADcF,71,93096,0,0,,6,,,,,,,,Normal,0,4281.75129658666,43538294.536244124,0.0,1271,0,0,0,1,1,88,88,1,1,88,100,18,35
1761250150.843071,CPZhzY2cIQ1aG5Jf58,192.168.255.112,51684,192.168.255.221,8604,tcp,,0.0066,0.0,69804.0,SF,T,T,0,ScAdfFa,34,1372,6,67124,,6,,,,,,,,Normal,0,6060.606060606061,0.0,84610909.0909091,0,11634,0,0,1,1,88,88,1,1,88,11,17,35
1761250157.001908,CUZGJN2adtHuUgFPIf,192.168.255.112,55993,192.168.255.221,80,tcp,http,0.023856,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,544.9362843729041,535546.6130114017,0.0,122,0,0,0,36,1,88,88,36,1,88,100,17,36
1761250165.053983,CUeLcO15waC0AeGCFl,192.168.255.112,61753,192.168.255.221,80,tcp,http,0.029942,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,434.1727339523078,426691.60376728344,0.0,122,0,0,0,37,1,88,88,37,1,88,100,17,37
1761250171.879229,CFNVtFggJMILwP3Xi,192.168.255.112,57981,192.168.255.221,21,tcp,ftp,0.070667,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,183.9613964085075,11207.494304272152,0.0,7,0,0,1,18,1,89,89,18,1,89,100,18,37
1761250171.909931,CZBkgi1uBtpFiHmOw1,192.168.255.112,57982,192.168.255.221,56187,tcp,,0.022122,99580.0,0.0,SH,T,T,0,ScADcF,77,102672,0,0,,6,,,,,,,,Normal,0,3480.697947744327,36011210.559623905,0.0,1293,0,0,0,1,1,89,89,1,1,89,100,18,36
1761250171.93704,CcTmge4U6uyTGiKIE4,192.168.255.112,57983,192.168.255.221,30873,tcp,,0.00932,0.0,84981.0,SH,T,T,0,ScAdFa,38,1532,5,77416,,6,,,,,,,,Normal,0,4613.733905579399,0.0,72945064.3776824,0,16996,0,0,1,1,89,89,1,1,89,100,18,35
1761250173.093734,CPs5ET153uTPj2P2wj,192.168.255.112,52043,192.168.255.221,80,tcp,http,0.024174,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,537.7678497559361,460660.21345246956,0.0,107,0,0,0,36,1,89,89,36,1,89,100,17,36
1761250176.87366,CS2L8Q2HM0yXHU3Nqe,192.168.255.118,64197,239.255.255.250,1900,udp,,3.072424,680.0,0.0,S0,T,T,0,D,4,792,0,0,,17,,,,,,,,Normal,0,1.3019036435075368,1770.58895517025,0.0,170,0,0,0,4,1,6,6,4,1,5,37,17,36
1761250189.128265,C1kxtG4UD7xLIuI6i5,192.168.255.112,51089,192.168.255.221,80,tcp,http,0.019424,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,669.2751235584843,657742.9983525536,0.0,122,0,0,0,37,1,88,88,37,1,88,100,17,37
1761250193.251047,C3CTT6xjVLA7cByDb,192.168.255.112,58316,239.255.255.250,3702,udp,,7.605728,4592.0,0.0,S0,T,T,0,D,7,4788,0,0,,17,,,,,,,,Normal,0,0.9203589715540709,4830.043882715764,0.0,656,0,0,0,1,1,7,88,1,1,1,38,17,36
1761250198.164915,CgG35h25z3xZF0txf5,192.168.255.112,58193,192.168.255.221,80,tcp,http,0.027157,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,478.6979415988511,410060.0213572928,0.0,107,0,0,0,36,1,87,88,36,1,87,100,17,36
1761250200.971917,CTdlN33eNbOc3UGdL8,192.168.255.112,53886,192.168.255.221,21,tcp,ftp,0.051392,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,272.4159402241594,15410.95890410959,0.0,7,0,0,1,17,1,87,88,17,1,87,100,17,36
1761250201.006208,Ckrd1Yfx6iaoOafZ6,192.168.255.112,53887,192.168.255.221,25325,tcp,,0.005281,15559.0,0.0,SH,T,T,0,ScADcF,16,16211,0,0,,6,,,,,,,,Normal,0,3029.7292179511455,23569778.451050937,0.0,972,0,0,0,1,1,87,88,1,1,87,100,17,36
1761250201.015143,CiIsCb3QgooGuPsBkd,192.168.255.112,53888,192.168.255.221,18800,tcp,,0.005619,0.0,0.0,SH,T,T,0,ScAFa,9,372,1,40,,6,,,,,,,,Normal,0,1779.6760989499912,0.0,0.0,0,0,0,0,1,1,87,88,1,1,87,100,17,36
1761250209.202498,CmTAt34yv6UBlxnd3d,192.168.255.112,55807,192.168.255.221,80,tcp,http,0.028646,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,453.8155414368498,388745.3745723661,0.0,107,0,0,0,36,1,87,88,36,1,87,100,17,36
1761250211.04578,CS1iza4LWyqQmR5LBc,192.168.255.112,64724,192.168.255.221,21,tcp,ftp,0.0405,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,320.98765432098764,19555.555555555555,0.0,7,0,0,1,17,1,87,88,17,1,87,100,17,36
1761250211.066389,C8DFFd35R6WKYlCWP4,192.168.255.112,64725,192.168.255.221,8307,tcp,,0.009093,30081.0,0.0,SH,T,T,0,ScADcF,26,31133,0,0,,6,,,,,,,,Normal,0,2859.3423512592103,26465193.005608708,0.0,1156,0,0,0,1,1,87,88,1,1,87,100,17,36
1761250211.078797,C1GJUP1JqAluuQvrKc,192.168.255.112,64726,192.168.255.221,16347,tcp,,0.006533,0.0,0.0,SH,T,T,0,ScAFa,14,572,1,40,,6,,,,,,,,Normal,0,2296.0355120159193,0.0,0.0,0,0,0,0,1,1,87,88,1,1,87,100,17,36
1761250220.244159,C2RBJ3RYPtPAbFWyl,192.168.255.112,54451,192.168.255.221,80,tcp,http,0.028523,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,455.77253444588575,390421.7648914911,0.0,107,0,0,0,37,1,88,89,37,1,88,100,17,37
1761250230.284897,CruIj6IyWy4PKHz6l,192.168.255.112,57885,192.168.255.221,80,tcp,http,0.028356,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,458.45676400056425,450557.20129778533,0.0,122,0,0,0,38,1,88,89,38,1,88,100,16,38
1761250241.117787,Czospl3C6Z82EdxqOe,192.168.255.112,52030,192.168.255.221,21,tcp,ftp,0.040795,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,343.1793111900968,19414.143890182622,0.0,7,0,0,1,17,1,88,89,17,1,88,100,17,38
1761250241.139785,CTQbMqrbrHU7LWou6,192.168.255.112,52031,192.168.255.221,9569,tcp,,0.007501,17634.0,0.0,SH,T,T,0,ScADcF,17,18326,0,0,,6,,,,,,,,Normal,0,2266.3644847353685,18807092.387681644,0.0,1037,0,0,0,1,1,88,89,1,1,88,100,17,38
1761250241.150615,CP4yoO1vROIsthqj1i,192.168.255.112,52032,192.168.255.221,47166,tcp,,0.006078,0.0,0.0,SH,T,T,0,ScAFa,10,412,1,40,,6,,,,,,,,Normal,0,1809.805857189865,0.0,0.0,0,0,0,0,1,1,88,89,1,1,88,100,17,37
1761250243.31991,CsmgRg3kyIKqouaMTi,192.168.255.112,64604,192.168.255.221,80,tcp,http,0.029295,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,443.7617340843147,444307.9023724185,0.0,125,0,0,0,37,1,88,89,37,1,88,100,17,37
1761250248.364443,Cy1gjg2JIKDbkCo9mi,192.168.255.112,53140,192.168.255.221,80,tcp,http,0.043876,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,296.28954325827334,296654.2073115143,0.0,125,0,0,0,37,1,88,89,37,1,88,100,17,37
1761250267.421738,CekY7r44WccZr9cwT5,192.168.255.112,54798,192.168.255.221,80,tcp,http,0.031299,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,415.3487331863638,408191.9550145372,0.0,122,0,0,0,38,1,89,90,38,1,89,100,17,38
1761250270.184899,CCdHSq1xoL6zzrMEJj,192.168.255.112,54538,192.168.255.221,21,tcp,ftp,0.034783,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,373.7457953598022,22769.743840381794,0.0,7,0,0,1,18,1,90,91,18,1,90,100,18,38
1761250270.199793,C262f026IN82Odbz35,192.168.255.112,54539,192.168.255.221,44308,tcp,,0.008151,51864.0,0.0,SH,T,T,0,ScADcF,42,53556,0,0,,6,,,,,,,,Normal,0,5152.741994847258,50903202.061096795,0.0,1234,0,0,0,1,1,90,91,1,1,90,100,17,38
1761250270.210842,CmkOF71LGV4AbXTbg6,192.168.255.112,54540,192.168.255.221,20979,tcp,,0.007379,0.0,37265.0,SH,T,T,0,ScAdFa,22,892,3,26400,,6,,,,,,,,Normal,0,3387.992952974658,0.0,40401138.3656322,0,12421,0,0,1,1,90,91,1,1,90,100,17,38
1761250274.46351,CCZacq114SJHyIB9Y7,192.168.255.112,54494,192.168.255.221,80,tcp,http,0.035237,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,368.93038567414936,316031.44422056363,0.0,107,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250280.511085,CNr57k1LHY9HbUeiph,192.168.255.112,57675,192.168.255.221,80,tcp,http,0.021203,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,613.1207847946046,602556.2420412205,0.0,122,0,0,0,40,1,91,92,40,1,91,100,17,40
1761250295.248051,CkpjV025QorXMzJY5b,192.168.255.118,65255,239.255.255.250,3702,udp,,5.939993,4592.0,0.0,S0,T,T,0,D,7,4788,0,0,,17,,,,,,,,Normal,0,1.178452567199995,6184.519072665574,0.0,656,0,0,0,1,1,7,5,1,1,5,39,17,39
1761250296.549048,CAeHiP2ZMOUKsJQttf,192.168.255.112,55803,192.168.255.221,80,tcp,http,0.031992,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,406.35158789697425,399349.83745936485,0.0,122,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250296.886493,CqQ35O1aW7jeVLReke,192.168.255.118,59551,239.255.255.250,1900,udp,,3.080123,680.0,0.0,S0,T,T,0,D,4,792,0,0,,17,,,,,,,,Normal,0,1.298649437051702,1766.163234390315,0.0,170,0,0,0,4,1,7,5,4,1,5,40,17,39
1761250308.241316,CvWcrn2tdPsemyNbYh,192.168.255.112,58280,192.168.255.221,21,tcp,ftp,0.051046,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,274.2624299651295,15515.417466598754,0.0,7,0,0,1,18,1,90,91,18,1,90,100,18,38
1761250308.264336,C5HNS11dF3xh5L1Op3,192.168.255.112,58281,192.168.255.221,46443,tcp,,0.014194,59126.0,0.0,SH,T,T,0,ScADcF,48,61058,0,0,,6,,,,,,,,Normal,0,3381.7105819360295,33324503.31125828,0.0,1231,0,0,0,1,1,90,91,1,1,90,100,18,37
1761250308.282274,Cg6jju2FmLQJ9OWUuj,192.168.255.112,58282,192.168.255.221,45728,tcp,,0.006818,0.0,44526.0,SF,T,T,0,ScAdfFa,24,972,4,34466,,6,,,,,,,,Normal,0,4106.776180698152,0.0,52245233.20621883,0,11131,0,0,1,1,90,91,1,1,90,12,17,37
1761250315.591314,CMvFYx3q4nweDDsV9g,192.168.255.112,59696,192.168.255.221,80,tcp,http,0.035939,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,361.7240323882134,362169.23119730654,0.0,125,0,0,0,38,1,90,91,38,1,90,100,17,38
1761250322.644651,CpGQJA2WSVoZ8OGK8g,192.168.255.112,51699,192.168.255.221,80,tcp,http,0.035907,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,362.0463976383435,355808.0597098059,0.0,122,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250337.696072,CtvAWx1vahJZHhsVdb,192.168.255.112,53159,192.168.255.221,80,tcp,http,0.031495,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,412.76393078266386,413271.94792824256,0.0,125,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250340.31337,Csxxp53fqN03DK8I6j,192.168.255.112,57088,192.168.255.221,21,tcp,ftp,0.043617,99.0,0.0,SH,T,T,0,ScADcFa,13,631,1,40,,6,,,,admin,<hidden>,EPSV,,Normal,0,320.9757663296421,18158.057638076894,0.0,7,0,0,1,18,1,90,91,18,1,90,100,18,38
1761250340.32911,CuCfWO2St48JZFCVk5,192.168.255.112,57089,192.168.255.221,26310,tcp,,0.0137,76760.0,0.0,SH,T,T,0,ScADcF,61,79212,0,0,,6,,,,,,,,Normal,0,4452.554744525547,44823357.66423357,0.0,1258,0,0,0,1,1,90,91,1,1,90,100,18,37
1761250340.349848,CCtXqc2dLBolV34p3e,192.168.255.112,57090,192.168.255.221,52202,tcp,,0.005789,0.0,62161.0,SH,T,T,0,ScAdFa,30,1212,5,52596,,6,,,,,,,,Normal,0,6045.949214026602,0.0,85902228.36413889,0,12432,0,0,1,1,90,91,1,1,90,100,17,37
1761250351.743705,Clnfmh2bqcUnrQkxxj,192.168.255.112,60391,192.168.255.221,80,tcp,http,0.025565,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,508.50772540582824,435595.54077840794,0.0,107,0,0,0,38,1,90,91,38,1,90,100,17,38
1761250356.778427,C05w2i3Yl3qbfvPfBc,192.168.255.112,50061,192.168.255.221,80,tcp,http,0.02363,1627.0,0.0,SH,T,T,0,ScADF,13,2159,0,0,,6,2.0,0.0,GET,,,,,Normal,0,550.148116800677,550825.2221752009,0.0,125,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250370.818112,CvPR182mP3QDNL7fta,192.168.255.112,63432,192.168.255.221,80,tcp,http,0.03678,1392.0,0.0,SH,T,T,0,ScADF,13,1924,0,0,,6,2.0,0.0,GET,,,,,Normal,0,353.4529635671561,302773.24632952694,0.0,107,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250374.386602,CWzVIn2My6vqWcfGH8,192.168.255.112,62422,192.168.255.221,21,tcp,ftp,0.058519,99.0,0.0,SH,T,T,0,ScADcF,13,631,0,0,,6,,,,admin,<hidden>,EPSV,,Normal,0,222.150070917138,13534.065858951793,0.0,7,0,0,1,17,1,90,91,17,1,90,100,17,39
1761250374.408495,CkSLesgEf1ArB2fF8,192.168.255.112,62423,192.168.255.221,41756,tcp,,0.01825,100617.0,0.0,SH,T,T,0,ScADcF,78,103749,0,0,,6,,,,,,,,Normal,0,4273.972602739726,44106082.19178083,0.0,1289,0,0,0,1,1,90,91,1,1,90,100,17,39
1761250374.431335,Cu6Dit4Id4BkJI0ayd,192.168.255.112,62424,192.168.255.221,51207,tcp,,0.012371,0.0,86018.0,SH,T,T,0,ScAdFa,39,1572,5,77416,,6,,,,,,,,Normal,0,3556.705197639641,0.0,55625575.94373939,0,17203,0,0,1,1,90,91,1,1,90,100,17,39
1761250378.869542,Cr6rWe29AmMkPtkf5,192.168.255.112,60065,192.168.255.221,80,tcp,http,0.013428,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,968.1263032469466,951444.7423294608,0.0,122,0,0,0,39,1,90,91,39,1,90,100,17,39
1761250384.894355,CPFFCE1iobQ1OYIMCb,192.168.255.112,49284,192.168.255.221,80,tcp,http,0.028855,1597.0,0.0,SH,T,T,0,ScADF,13,2129,0,0,,6,2.0,0.0,GET,,,,,Normal,0,450.5285045919252,442765.55189741816,0.0,122,0,0,0,40,1,90,91,40,1,90,100,16,40
